metric,dataset,scenario,target_method,baseline_method,n_paired_folds,mean_difference,sd_difference,wilcoxon_statistic,wilcoxon_p_two_sided,wilcoxon_p_fdr_bh
aupr,bindingdb,cold_drug,arnoldi_s12,mlp,15,0.03744340829057984,0.0047678457604056305,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,gcn,15,0.3140156901751024,0.020745378645639013,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,colddti,15,0.2554250635008645,0.013426957203067929,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,drugban,15,0.01923402543761544,0.008194158812615603,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,arnoldi_v4,15,0.26826338323929233,0.02641547984870031,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,arnoldi_s1,15,5.424958678243256e-05,0.00237476839970813,51.0,0.638671875,0.6967329545454546
aupr,bindingdb,cold_drug,arnoldi_s12,arnoldi_s2,15,0.012103120423411492,0.004140017258947579,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_drug,arnoldi_s12,arnoldi_s12_shuffle,15,0.27255629349238547,0.028674825930949038,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_protein,arnoldi_s12,lr,15,0.26456570305780497,0.10182543644374441,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_protein,arnoldi_s12,mlp,15,-0.13021644051462603,0.10045698391126733,5.0,0.0006103515625,0.00091552734375
aupr,bindingdb,cold_protein,arnoldi_s12,gcn,15,0.25614627763743963,0.10530376214289287,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_protein,arnoldi_s12,colddti,15,0.2526311703766043,0.10430588616352574,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_protein,arnoldi_s12,drugban,15,0.11406346489719546,0.11690318906632746,8.0,0.00152587890625,0.0021827141970198675
aupr,bindingdb,cold_protein,arnoldi_s12,arnoldi_v4,15,0.23017246176104972,0.08676501183817246,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_protein,arnoldi_s12,arnoldi_s1,15,0.033905136369335204,0.0907603257145462,29.0,0.083251953125,0.10394463511560693
aupr,bindingdb,cold_protein,arnoldi_s12,arnoldi_s2,15,0.12375530962292135,0.09709801380551376,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_protein,arnoldi_s12,arnoldi_s12_shuffle,15,0.23350616134714303,0.08970942603235177,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_pair,arnoldi_s12,lr,15,0.2801211576902635,0.07696100030939024,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_pair,arnoldi_s12,mlp,15,-0.09419700469060108,0.07502665780020296,6.0,0.0008544921875,0.0012555803571428572
aupr,bindingdb,cold_pair,arnoldi_s12,gcn,15,0.27762948069204274,0.07597516338168785,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_pair,arnoldi_s12,colddti,15,0.27503663444679877,0.07553326577624273,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_pair,arnoldi_s12,drugban,15,0.13899458818543667,0.09308908018044135,2.0,0.00018310546875,0.0002825055803571429
aupr,bindingdb,cold_pair,arnoldi_s12,arnoldi_v4,15,0.2546479633964651,0.07586168775387774,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_pair,arnoldi_s12,arnoldi_s1,15,0.007283446134405641,0.0560939888040668,55.0,0.803955078125,0.8308818032296651
aupr,bindingdb,cold_pair,arnoldi_s12,arnoldi_s2,15,0.2280007479015555,0.06848301066558984,0.0,6.103515625e-05,9.912476503759398e-05
aupr,bindingdb,cold_pair,arnoldi_s12,arnoldi_s12_shuffle,15,0.24983096780910935,0.07947714055810566,0.0,6.103515625e-05,9.912476503759398e-05
